-2.5000000000000000000 -3.0000000000000000000	-1.6706082594284690496 -2.0214995968825584520	-1.1228689944081762417 -1.3952666654017204823	-0.7708021822927599119 -1.0316935668395409646	-0.5708540088822323010 -0.8805291109539230181	-0.5041157436663812627 -0.8633573519132066123	-0.4999860138936616255 -0.8660058196724093611	-0.5000000003804685619 -0.8660254042211058161	|-0.500000000 -0.866025404
-2.5000000000000000000 -3.2500000000000000000	-1.6717522790821943681 -2.1858298438845971358	-1.1260289269679565913 -1.4997020068363247022	-0.7771261290784948004 -1.0908150555045818477	-0.5787845314849118053 -0.9028414207676709195	-0.5068483599756327598 -0.8652575636528164184	-0.5000143742178232048 -0.8659803260679094225	-0.4999999979648845614 -0.8660254047172539294	-0.4999999999999999983 -0.8660254037844386420	|-0.500000000 -0.866025404
-2.5000000000000000000 -3.5000000000000000000	-1.6725103481860238617 -2.3503774044314584856	-1.1281334666710989311 -1.6047629775791705313	-0.7814130418415703889 -1.1513539627840685212	-0.5845161235206254263 -0.9275574618806334398	-0.5093441220324949022 -0.8685335994052921906	-0.5000807834758405993 -0.8659798272310113954	-0.4999999958481900076 -0.8660253962493734952	-0.5000000000000000344 -0.8660254037844387123	|-0.500000000 -0.866025404
-2.5000000000000000000 -3.7500000000000000000	-1.6729783037475345167 -2.5151479289940828403	-1.1294393324270007482 -1.7104562506666431489	-0.7841200100220244912 -1.2132696590310887219	-0.5883552435743254913 -0.9544791329073379856	-0.5113672535423069869 -0.8731901403661077837	-0.5001770683415038692 -0.8660406398426336507	-0.5000000202352641327 -0.8660253795378541633	-0.4999999999999990610 -0.8660254037844383106	|-0.500000000 -0.866025404
-2.5000000000000000000 -4.0000000000000000000	-1.6732314943399402432 -2.6801329798426124648	-1.1301493715733419302 -1.8167548840153068602	-0.7856162914669407149 -1.2764860582699456619	-0.5905939801711509020 -0.9834492783428750759	-0.5127530572532872205 -0.8792243481825143028	-0.5002781076605993272 -0.8662012248464587908	-0.5000001078641467289 -0.8660254124899637846	-0.5000000000000074059 -0.8660254037844295755	|-0.500000000 -0.866025404
-2.5000000000000000000 -4.2500000000000000000	-1.6733280025024065838 -2.8453166888050347716	-1.1304212095852509102 -1.9236138833267890423	-0.7861975710254704594 -1.3409060806832167931	-0.5915052852574168421 -1.0143289744370433366	-0.5133987842895915655 -0.8866360792412795744	-0.5003435913227679881 -0.8664990372527101294	-0.5000002285328301376 -0.8660256583774279605	-0.5000000000000944805 -0.8660254037845077332	|-0.500000000 -0.866025404
-2.5000000000000000000 -4.5000000000000000000	-1.6733119734187729916 -3.0106799572801708792	-1.1303757612164359605 -2.0309802641553035213	-0.7860982438102855701 -1.4064225098568729357	-0.5913384205606192888 -1.0469855716840620076	-0.5132551552340021987 -0.8954294524970606722	-0.5003209373114101798 -0.8669698590992248410	-0.5000001305908784025 -0.8660263888661783378	-0.4999999999997461505 -0.8660254037853928982	|-0.500000000 -0.866025404
-2.5000000000000000000 -4.7500000000000000000	-1.6732166076136789619 -3.1762029791565696253	-1.1301048286968750076 -2.1387992761773308597	-0.7855022116982133470 -1.4729257965570136185	-0.5903156328469588487 -1.0812876147748589811	-0.5123180027630116868 -0.9056098706589435100	-0.5001487850224787658 -0.8676489638022712548	-0.4999991155155849467 -0.8660279048400741521	-0.4999999999934319915 -0.8660254037869662420	|-0.500000000 -0.866025404
-2.5000000000000000000 -5.0000000000000000000	-1.6730666666666666667 -3.3418666666666666666	-1.1296775114414159472 -2.2470180385511070017	-0.7845523123528084665 -1.5403093441064923940	-0.5886305202016100140 -1.1171038502096719350	-0.5106196427657939370 -0.9171793627552313655	-0.4997608955369306562 -0.8685732501162828773	-0.4999957492794232638 -0.8660303614936922652	-0.4999999999602439044 -0.8660254037690032279	|-0.500000000 -0.866025404
-2.7500000000000000000 0.0000000000000000000	-1.7892561983471074380 0.0000000000000000000	-1.0887175794203067076 0.0000000000000000000	-0.4445903789589997214 0.0000000000000000000	1.3899987693843733273 0.0000000000000000000	1.0991900031619159298 0.0000000000000000000	1.0086815860759535392 0.0000000000000000000	1.0000745068660702064 0.0000000000000000000	1.0000000055507216657 0.0000000000000000000	1.0000000000000000308 0.0000000000000000000	|1.000000000 0.000000000
-2.7500000000000000000 -0.2500000000000000000	-1.7903341395682164293 -0.1745498521902714324	-1.0924807166657374835 -0.1362645323913557135	-0.4617373963398126662 -0.1583954938714305470	0.7964628262358647165 -0.9642801701516181026	0.4907190016856826906 -0.4335873485592923567	0.4228776599517526965 0.4823820794765067243	0.1758897167975862682 -0.4814516287807700831	-0.8526695713193028683 0.4968811082681229944	-0.3997138742615717040 0.6290240743584999079	-0.5213517832366551845 0.9626585944991543668	-0.4995408024395101301 0.8747004877080277324	-0.4999563844950624507 0.8660860982327278059	-0.4999999945242545692 0.8660254026805897766	-0.5000000000000000248 0.8660254037844386279	|-0.500000000 0.866025404
-2.7500000000000000000 -0.5000000000000000000	-1.7933973333333333333 -0.3483520000000000000	-1.1029889930303365921 -0.2696223866107950765	-0.5059397869570592579 -0.2990208715097345992	0.1281189649629110968 -1.0448075217387867760	-0.2065065468732428458 -0.6238525185486094131	-0.7571140542024650503 -0.8764603479945892200	-0.5408593250954377191 -0.8301640513103298748	-0.4977622729888121180 -0.8640405015596532560	-0.5000082626826016100 -0.8660289238026327725	-0.5000000000783164264 -0.8660254037651294799	|-0.500000000 -0.866025404
-2.7500000000000000000 -0.7500000000000000000	-1.7979881656804733728 -0.5208284023668639053	-1.1182587295541333565 -0.3980648616503237665	-0.5621377024070660145 -0.4148653726486690069	-0.1734524623535426971 -0.9291355512432745784	-0.4636200332736888692 -0.7540398519749407734	-0.5010932847247458738 -0.8823275547290573769	-0.4999028304052847388 -0.8662685240802159230	-0.4999999342689460731 -0.8660254231860039403	-0.4999999999999997632 -0.8660254037844339558	|-0.500000000 -0.866025404
-2.7500000000000000000 -1.0000000000000000000	-1.8034969009181806881 -0.6916724385955565028	-1.1359016511906324114 -0.5208558037318619914	-0.6179758342941492308 -0.5089885010424539048	-0.3123290381230121895 -0.8497386431419883925	-0.5181083820370869129 -0.8298810896088114635	-0.4983217499411124111 -0.8661466487345585611	-0.5000010441793120172 -0.8660227691682728165	-0.4999999999923096371 -0.8660254037867546387	|-0.500000000 -0.866025404
-2.7500000000000000000 -1.2500000000000000000	-1.8093138174766998186 -0.8608556952523925689	-1.1538332610662420306 -0.6383280181116721271	-0.6673647404734073752 -0.5879570547179206657	-0.3918131419602946931 -0.8099832819146083871	-0.5167917310665073491 -0.8627884904687287419	-0.5000474222259358025 -0.8657390883898449846	-0.4999999365863068917 -0.8660254592538937728	-0.4999999999999943797 -0.8660254037844343113	|-0.500000000 -0.866025404
-2.7500000000000000000 -1.5000000000000000000	-1.8149417826280985030 -1.0285609963893058542	-1.1706064325184307017 -0.7514176261398420946	-0.7086729878904886552 -0.6575705903699759617	-0.4458057717096469539 -0.7940363835988242612	-0.5064970883247562870 -0.8725502112990715875	-0.5000722531921858287 -0.8660678329403719241	-0.5000000070193051391 -0.8660254038883991177	-0.5000000000000000259 -0.8660254037844386048	|-0.500000000 -0.866025404
-2.7500000000000000000 -1.7500000000000000000	-1.8200461361014994233 -1.1950865051903114186	-1.1854171727247305867 -0.8612432834496920914	-0.7422984568894258866 -0.7218213438265318694	-0.4861698740742357217 -0.7920282976380055156	-0.4988168048845632970 -0.8721641659337381089	-0.4999696008618739427 -0.8660495774573807195	-0.4999999988970134809 -0.8660254027554197316	-0.5000000000000000021 -0.8660254037844386478	|-0.500000000 -0.866025404
-2.7500000000000000000 -2.0000000000000000000	-1.8244509374239103969 -1.3607596785975164354	-1.1979547690774147451 -0.9688488819910835314	-0.7692695147386874494 -0.7832181194981297173	-0.5178158688784564206 -0.7986786061288605250	-0.4953572073787412405 -0.8683290605343346122	-0.4999894243567792188 -0.8660006987169218286	-0.5000000002032925594 -0.8660254044774464612	|-0.500000000 -0.866025404
-2.7500000000000000000 -2.2500000000000000000	-1.8281050877364964219 -1.5258798157043427115	-1.2082277101911006856 -1.0750923217333356965	-0.7906741577503685101 -0.8433032670140960056	-0.5431679874043597696 -0.8111252868537938603	-0.4953142661563698500 -0.8641840107845964226	-0.5000243232517277207 -0.8660178124487344464	-0.4999999999472017408 -0.8660254031373449402	|-0.500000000 -0.866025404
-2.7500000000000000000 -2.5000000000000000000	-1.8310401779925335954 -1.6906901988083782068	-1.2164226999534543029 -1.1806235993462820754	-0.8074843869604336935 -0.9030309452320682003	-0.5636198044588097703 -0.8277518876595604117	-0.4975555314070062705 -0.8611000816206878632	-0.5000117851098790247 -0.8660534882690612334	-0.5000000002483418246 -0.8660254046781662515	|-0.500000000 -0.866025404
-2.7500000000000000000 -2.7500000000000000000	-1.8333333333333333334 -1.8553719008264462810	-1.2228076444904942594 -1.2859053777927210814	-0.8205267946448568111 -0.9629964613852090432	-0.5800776443828015877 -0.8476085937444845773	-0.5011215664281760779 -0.8596112575740826370	-0.4999672277203549118 -0.8660527495341083757	-0.4999999986108298506 -0.8660254026058200023	-0.5000000000000000031 -0.8660254037844386479	|-0.500000000 -0.866025404
-2.7500000000000000000 -3.0000000000000000000	-1.8350800996796012816 -2.0200498398006407974	-1.2276714791390410603 -1.3912483313844435457	-0.8304955713891949348 -1.0235682253288641595	-0.5931928345197659692 -0.8701183878684052180	-0.5052936938182618801 -0.8598692037555130566	-0.4999386491437954744 -0.8660006520027618964	-0.5000000042060585017 -0.8660254025735831394	-0.4999999999999999993 -0.8660254037844386276	|-0.500000000 -0.866025404
-2.7500000000000000000 -3.2500000000000000000	-1.8363773285770907650 -2.1848038049940546968	-1.2312902467535478325 -1.4968476229830646099	-0.8379724073757436262 -1.0849647535055455706	-0.6034725925707919942 -0.8949189996894742013	-0.5095575301342217710 -0.8618618424684175852	-0.4999695674384663624 -0.8659212561481274149	-0.5000000005290756062 -0.8660254155470717328	-0.4999999999999999418 -0.8660254037844387726	|-0.500000000 -0.866025404
-2.7500000000000000000 -3.5000000000000000000	-1.8373138685162886817 -2.3496800644846699640	-1.2339103646967582906 -1.6028148195374174382	-0.8434438600771433647 -1.1473021686388932568	-0.6113368028859875845 -0.9217726181255767103	-0.5135536495423044829 -0.8655175204420773989	-0.5000817193432318263 -0.8658623373491645697	-0.4999999669577199675 -0.8660254076973976067	-0.5000000000000003143 -0.8660254037844375852	|-0.500000000 -0.866025404
-2.7500000000000000000 -3.7500000000000000000	-1.8379665207658124228 -2.5147014601222894184	-1.2357424541794278804 -1.7092035309497738346	-0.8473151997631410934 -1.2106257162353670695	-0.6171477364807704289 -0.9505119285333268405	-0.5170373356173458430 -0.8707533304434118459	-0.5002713077643932103 -0.8658808544180387961	-0.4999999584655743122 -0.8660253189001135354	-0.5000000000000033664 -0.8660254037844469184	|-0.500000000 -0.866025404
-2.7500000000000000000 -4.0000000000000000000	-1.8383991538203556862 -2.6798753245291249499	-1.2369612228360997873 -1.8160288919308713438	-0.8499217321160302245 -1.2749320531373483957	-0.6212252406497348048 -0.9810072906392912673	-0.5198497311398575978 -0.8774955882133599930	-0.5005118852801494555 -0.8660334294310310071	-0.5000001381786475917 -0.8660251811857516336	-0.4999999999999314965 -0.8660254037844342648	|-0.500000000 -0.866025404
-2.7500000000000000000 -4.2500000000000000000	-1.8386634939520126908 -2.8451992861392028556	-1.2377084796010969739 -1.9232817528665846224	-0.8515385734623619892 -1.3401856158314807375	-0.6238540517317554824 -1.0131471434397084718	-0.5218978271704554446 -0.8856861334933093676	-0.5007595530413848286 -0.8663717622549043196	-0.5000006836079241008 -0.8660252716875037286	-0.5000000000000685269 -0.8660254037839587455	|-0.500000000 -0.866025404
-2.7500000000000000000 -4.5000000000000000000	-1.8388006564827673274 -3.0106653200353490720	-1.2380974809977810837 -2.0309386518333745299	-0.8523894225978508826 -1.4063307613547338839	-0.6252871130109705602 -1.0468270336411205960	-0.5231402105473251146 -0.8952814597349047659	-0.5009584080002793999 -0.8669416477793783959	-0.5000015574524481493 -0.8660262128662423502	-0.5000000000030680851 -0.8660254037841649879	|-0.500000000 -0.866025404
-2.7500000000000000000 -4.7500000000000000000	-1.8388428803452649461 -3.1762624610457808922	-1.2382175646975649317 -2.1389685898077111233	-0.8526545263770061897 -1.4733006715690727805	-0.6257472091567047311 -1.0819442658980641189	-0.5235761578245760157 -0.9062485371976629112	-0.5010455224928150992 -0.8677841733842120843	-0.5000021788075592127 -0.8660289651602470274	-0.5000000000094717868 -0.8660254037990710659	|-0.500000000 -0.866025404
-2.7500000000000000000 -5.0000000000000000000	-1.8388151875852702183 -3.3419785515084309297	-1.2381385159963226643 -2.2473374756327888775	-0.8524778579115391549 -1.5410237166580316297	-0.6254282139374780555 -1.1183960679406793235	-0.5232365404335227065 -0.9185596147779727793	-0.5009553731923741945 -0.8689379155836817235	-0.5000010381482933599 -0.8660347040404470673	-0.4999999999740152386 -0.8660254038680661662	|-0.500000000 -0.866025404
-3.0000000000000000000 0.0000000000000000000	-1.9629629629629629630 0.0000000000000000000	-1.2221343213392578529 0.0000000000000000000	-0.5915836188556928674 0.0000000000000000000	0.5580703065458158974 0.0000000000000000000	1.4423355072999472536 0.0000000000000000000	1.1217878617202843955 0.0000000000000000000	1.0127435176447420005 0.0000000000000000000	1.0001596811849280950 0.0000000000000000000	1.0000000254926531517 0.0000000000000000000	1.0000000000000006499 0.0000000000000000000	|1.000000000 0.000000000
-3.0000000000000000000 -0.2500000000000000000	-1.9637257233452239398 -0.1727546571541815299	-1.2246913577759285023 -0.1301459043238364037	-0.6016090537877596906 -0.1329494012509783387	0.3952510680877711595 -0.4586625599634721743	0.1291969503732898699 0.5935208318074378925	-0.7355675714270232389 0.0201535666094651741	0.1243109303322023805 0.0471443439426282866	14.1985243748554804790 -12.4737423086388342641	9.4658031066492371412 -8.3149027739086816607	6.3108061104932646240 -5.5411861555085338998	4.2078152775706268770 -3.6894377396834609952	2.8066014900787446510 -2.4490728635125526978	1.8743211833429099070 -1.6089124940190325721	1.2578245466809519885 -1.0186092417630861763	0.8649995832355178948 -0.5546106248324327520	0.7084242805860786799 -0.0828372516224665714	1.1098368997692397834 0.0959426315544178310	1.0045192091566495133 0.0178644099403449233	0.9997070332775994509 0.0001674461404535957	1.0000000577919498636 -0.0000000981635402202	0.9999999999999937038 -0.0000000000000113461	|1.000000000 -0.000000000
-3.0000000000000000000 -0.5000000000000000000	-1.9659118578037496957 -0.3450206963720477234	-1.2319369914618962998 -0.2585050968846413850	-0.6286637671130100841 -0.2569006984163663440	0.0967798022660229184 -0.6774221383283070934	-0.6188478165043141461 -0.2522880042967564299	0.1210516215528929911 -0.6899982317868259084	-0.5579671678198792659 -0.2287897620395930359	0.2807455168704617725 -0.7960048977307938180	-0.1771880756483515995 -0.2371494075065560103	-1.1964376407306182415 -3.8056859266341050683	-0.8148022473265876546 -2.5491088501797918866	-0.5811153269535599453 -1.7264018026498039924	-0.4674201005713902758 -1.2116806872845616820	-0.4580432939229400644 -0.9405123669765419042	-0.4931649111679587286 -0.8668107229606146708	-0.5000134193462248932 -0.8659798314170038323	-0.4999999979922460415 -0.8660254048154841145	-0.4999999999999999979 -0.8660254037844386421	|-0.500000000 -0.866025404
-3.0000000000000000000 -0.7500000000000000000	-1.9692425990003844676 -0.5164039471997949507	-1.2427518885976852854 -0.3837363313909691873	-0.6657623972440649771 -0.3669172144854414810	-0.1357828124913752653 -0.7322961220573269137	-0.6515055875347453729 -0.7036404338995872710	-0.4621869765808482864 -0.8305106919380918529	-0.5026064912183762594 -0.8672516129157596504	-0.5000081581767662225 -0.8660240406245683063	-0.5000000000130875023 -0.8660254037172883396	|-0.500000000 -0.866025404
-3.0000000000000000000 -1.0000000000000000000	-1.9733333333333333334 -0.6866666666666666667	-1.2556940833990716802 -0.5051775352831183414	-0.7058703981146100595 -0.4627932700243754164	-0.2840165342610401876 -0.7376061863358932765	-0.5851209419527587169 -0.8495821550347967512	-0.5017648648343212791 -0.8590383396289152608	-0.4999552999399494844 -0.8660525416243282828	-0.4999999985295711767 -0.8660254014788753732	-0.5000000000000000043 -0.8660254037844386529	|-0.500000000 -0.866025404
-3.0000000000000000000 -1.2500000000000000000	-1.9777785558395481017 -0.8557415123186629787	-1.2693777843745223982 -0.6228137706243377206	-0.7442200622509629963 -0.5470767461627118647	-0.3795652438835348522 -0.7376252250725606558	-0.5346106287300838506 -0.8858907250178719209	-0.5015215218034278333 -0.8660567465432385582	-0.5000012417073879381 -0.8660234516567590749	-0.4999999999946670695 -0.8660254037839796417	|-0.500000000 -0.866025404
-3.0000000000000000000 -1.5000000000000000000	-1.9822222222222222222 -1.0237037037037037037	-1.2827118348236085639 -0.7370788208327597045	-0.7784511544120844823 -0.6229705090764034687	-0.4454682410396965428 -0.7424782482850147613	-0.5062229459380314946 -0.8872832122555741314	-0.5000251574156836952 -0.8665016403756050498	-0.4999999077794897819 -0.8660256115417629651	-0.4999999999999494856 -0.8660254037844495024	|-0.500000000 -0.866025404
-3.0000000000000000000 -1.7500000000000000000	-1.9863978451323078024 -1.1907210036958486582	-1.2949740203492802268 -0.8486257154703707721	-0.8078131261757878735 -0.6932490227613129273	-0.4938998028508037497 -0.7529224348362849688	-0.4930093408479490284 -0.8790331208743611829	-0.4997848414267767523 -0.8660421156165228732	-0.5000000167698404359 -0.8660253603297677795	-0.4999999999999979343 -0.8660254037844393098	|-0.500000000 -0.866025404
-3.0000000000000000000 -2.0000000000000000000	-1.9901380670611439843 -1.3570019723865877712	-1.3057751740694069221 -0.9581492164938343971	-0.8323905768293541760 -0.7599880268134648773	-0.5311170306595518047 -0.7679490977507800110	-0.4890009551174516862 -0.8697053808158610677	-0.4999815296756148417 -0.8658917504247980316	-0.4999999955127993398 -0.8660254214302516919	-0.4999999999999997172 -0.8660254037844388198	|-0.500000000 -0.866025404
-3.0000000000000000000 -2.2500000000000000000	-1.9933629629629629630 -1.5227555555555555556	-1.3149775590812009332 -1.0662807592339601975	-0.8526210006434492157 -0.8246453132120582614	-0.5605131867268195433 -0.7865420317148010558	-0.4903105255291272811 -0.8621286893050415193	-0.5001056338191476709 -0.8659937503587570483	-0.4999999992886329369 -0.8660253916452330129	-0.4999999999999999415 -0.8660254037844387826	|-0.500000000 -0.866025404
-3.0000000000000000000 -2.5000000000000000000	-1.9960584072381976172 -1.6881662635492251187	-1.3226099147493213914 -1.1735422421432883965	-0.8690512511870149361 -0.8882192854097139145	-0.5840761581730554407 -0.8079586281178547997	-0.4945383354819064426 -0.8570919556274236325	-0.5000603958772914920 -0.8661187569749555167	-0.5000000072308346000 -0.8660254138094424221	-0.5000000000000001015 -0.8660254037844387610	|-0.500000000 -0.866025404
-3.0000000000000000000 -2.7500000000000000000	-1.9982532336537320517 -1.8533831731339741308	-1.3287978624477954202 -1.2803369654322494739	-0.8822299351734641821 -0.9513866715133554607	-0.6030679356654048893 -0.8316994264511687038	-0.5002087518527957762 -0.8546554147390808676	-0.4999294948039322475 -0.8661358325845191262	-0.4999999829039625234 -0.8660254022571745876	-0.5000000000000001902 -0.8660254037844384218	|-0.500000000 -0.866025404
-3.0000000000000000000 -3.0000000000000000000	-2.0000000000000000000 -2.0185185185185185186	-1.3337138105090816564 -1.3869599092388519063	-0.8926651499917411619 -1.0146014663455299588	-0.6183532284555673050 -0.8574366525640323566	-0.5064054360764701447 -0.8546378482273603118	-0.4998277873546987042 -0.8660266648548069676	-0.5000000144481136880 -0.8660253778789375093	-0.4999999999999991205 -0.8660254037844386729	|-0.500000000 -0.866025404
-3.0000000000000000000 -3.2500000000000000000	-2.0013609747301016988 -2.1836516312983358682	-1.3375440898305465456 -1.4936158489282212716	-0.9008105898228453301 -1.0781619922999013472	-0.6305669778109697714 -0.8849547660926855920	-0.5125532020871943969 -0.8568019160386637163	-0.4998391022837323086 -0.8658430823529028214	-0.5000000471506502398 -0.8660254394957704384	-0.5000000000000033904 -0.8660254037844395097	|-0.500000000 -0.866025404
-3.0000000000000000000 -3.5000000000000000000	-2.0023990772779700115 -2.3488350634371395617	-1.3404692240303442400 -1.6004388818556754165	-0.9070631710546048838 -1.1422563011873320243	-0.6402038948420653616 -0.9141080085954397199	-0.5182896743748201714 -0.8609232108278021256	-0.5000013906982635337 -0.8656672138358862548	-0.4999999349347066971 -0.8660255144257401569	-0.4999999999999835271 -0.8660254037844383830	|-0.500000000 -0.866025404
-3.0000000000000000000 -3.7500000000000000000	-2.0031727146539758081 -2.5141009540176702580	-1.3426533803200799528 -1.7075102310872026406	-0.9117651913963041177 -1.2069937284638831950	-0.6476679106452646829 -0.9447914532427809069	-0.5233895270309164685 -0.8668128453705450631	-0.5003116490653966714 -0.8655860908362568139	-0.4999997148769156200 -0.8660253496971494605	-0.5000000000000658957 -0.8660254037843861981	|-0.500000000 -0.866025404
-3.0000000000000000000 -4.0000000000000000000	-2.0037333333333333333 -2.6794666666666666667	-1.3442398216311358490 -1.8148731024666568579	-0.9152083157502831503 -1.2724275642947685123	-0.6532999372597132899 -0.9769218447993108776	-0.5277192154570671651 -0.8743210677873987220	-0.5007365878149834971 -0.8656788328891403471	-0.4999997697602873259 -0.8660247824593043167	-0.5000000000000812590 -0.8660254037848701173	|-0.500000000 -0.866025404
-3.0000000000000000000 -4.2500000000000000000	-2.0041246864260481059 -2.8449393475528342108	-1.3453500273692107690 -1.9225443919872051310	-0.9176383477949375946 -1.3385717756036974819	-0.6573935490331154049 -1.0104254732854250140	-0.5312093178481922274 -0.8833331770420616022	-0.5012231728119008275 -0.8660121236718120093	-0.5000007211371737466 -0.8660240940607306647	-0.4999999999977664234 -0.8660254037845293451	|-0.500000000 -0.866025404
-3.0000000000000000000 -4.5000000000000000000	-2.0043830813061582292 -3.0105193951347797503	-1.3460848750063526178 -2.0305235299984722150	-0.9192603240232523476 -1.4054135008784655502	-0.6602039435440966679 -1.0452310870827638865	-0.5338369417229981708 -0.8937625828570872094	-0.5017071986084082785 -0.8666403763093530306	-0.5000030826959966432 -0.8660242640541279642	-0.4999999999980166019 -0.8660254037738203061	|-0.500000000 -0.866025404
-3.0000000000000000000 -4.7500000000000000000	-2.0045381171780544392 -3.1762029866352971931	-1.3465268325370028828 -2.1387989375200607187	-0.9202436508044148497 -1.4729223815495593601	-0.6619532923038070592 -1.0812663388136853769	-0.5356137792820665862 -0.9055432423938945678	-0.5021197648497511333 -0.8676081471981939461	-0.5000067810094107256 -0.8660270410269832059	-0.5000000000408801787 -0.8660254037580410275	|-0.500000000 -0.866025404
-3.0000000000000000000 -5.0000000000000000000	-2.0046136101499423298 -3.3419838523644752018	-1.3467425135414235452 -2.2473525985142598141	-0.9207270753933600185 -1.5410574519103479466	-0.6628342900006544201 -1.1184565890295088677	-0.5365772852023065072 -0.9186225946784714332	-0.5023920938444875033 -0.8689532852170312772	-0.5000106450626842439 -0.8660348377272658125	-0.5000000001860962681 -0.8660254038638031718	|-0.500000000 -0.866025404
-3.2500000000000000000 0.0000000000000000000	-2.1351084812623274162 0.0000000000000000000	-1.3502852044418339384 0.0000000000000000000	-0.7173684428772948668 0.0000000000000000000	0.1694846651786601546 0.0000000000000000000	11.7172624673313791619 0.0000000000000000000	7.8139361871446119034 0.0000000000000000000	5.2147501173814610901 0.0000000000000000000	3.4887578559317673167 0.0000000000000000000	2.3532251057787691236 0.0000000000000000000	1.6290105424750144249 0.0000000000000000000	1.2116189776638425929 0.0000000000000000000	1.0348091103539913122 0.0000000000000000000	1.0011577864695011913 0.0000000000000000000	1.0000013384031962888 0.0000000000000000000	1.0000000000017913199 0.0000000000000000000	|1.000000000 0.000000000
-3.2500000000000000000 -0.2500000000000000000	-2.1356632064590542100 -0.1714648212226066897	-1.3520912045583269346 -0.1258951090135322932	-0.7237351593234491642 -0.1173035651670996708	0.1058581227821297382 -0.2740676835643338243	-2.7884337382000779525 2.4131261875026689305	-1.8554368596994954227 1.6330093222644475950	-1.2300283230646875879 1.1427920835794642054	-0.8113359214239464628 0.8797897757393767604	-0.5597005350384113897 0.8184916882326128175	-0.4961209473211266676 0.8615984142885090964	-0.5000277137435327720 0.8660466388414412903	-0.5000000011778226889 0.8660254040983117091	-0.5000000000000000013 0.8660254037844386460	|-0.500000000 0.866025404
-3.2500000000000000000 -0.5000000000000000000	-2.1372637464220878300 -0.3425997081982915121	-1.3572621744330152625 -0.2506372275195563923	-0.7414018073219351165 -0.2295853511039465390	-0.0377512112725166566 -0.4657776585275458484	-1.5316772080923414140 -0.5563380356368561921	-0.9248549892337782362 -0.4514496634247644371	-0.4229721963593595469 -0.5490886663635669300	-0.4590457878487233773 -1.0369472227472270622	-0.4802881991452998885 -0.8831876569722205699	-0.4994510473118008808 -0.8656271112066093615	-0.5000004504651657504 -0.8660254987484511566	-0.5000000000001710440 -0.8660254037843135019	|-0.500000000 -0.866025404
-3.2500000000000000000 -0.7500000000000000000	-2.1397340403147750705 -0.5131296553465471531	-1.3651317521078532546 -0.3733104306986184825	-0.7668247741113166583 -0.3335603228122373125	-0.1862258368539992639 -0.5710909861820947513	-0.8703789195406907709 -0.9253062064592146164	-0.5928773985452957075 -0.8230427218191044714	-0.4978660633938306464 -0.8559842829830816725	-0.4999883782709110632 -0.8661315349620484111	-0.4999999923008505464 -0.8660254121884849662	-0.4999999999999998823 -0.8660254037844385919	|-0.500000000 -0.866025404
-3.2500000000000000000 -1.0000000000000000000	-2.1428244460676893108 -0.6828731434136839542	-1.3747990664413196751 -0.4933795342184316909	-0.7959468999315030622 -0.4282645719318513418	-0.3058161620582526461 -0.6260139554549333071	-0.6259662759153177037 -0.9589982280443509919	-0.5196024719163423371 -0.8719983832802820596	-0.5003729012365883625 -0.8658510637243256752	-0.4999999418167726685 -0.8660252446454429671	-0.5000000000000050675 -0.8660254037844669065	|-0.500000000 -0.866025404
-3.2500000000000000000 -1.2500000000000000000	-2.1462606724058525525 -0.8517554114854571864	-1.3853365165393238309 -0.6107054629338220001	-0.8254576309666043381 -0.5144918385072152535	-0.3951299692802605316 -0.6593128591301615638	-0.5294278082823607294 -0.9370821411721786411	-0.5014517750613900770 -0.8711911061454602955	-0.5000007463798791737 -0.8660539878168953119	-0.4999999996287332964 -0.8660254045128564772	|-0.500000000 -0.866025404
-3.2500000000000000000 -1.5000000000000000000	-2.1497878247075153679 -1.0197977394408090422	-1.3959457398100996786 -0.7254629540852092060	-0.8532281693203421525 -0.5938607994580040640	-0.4616905412874466662 -0.6851571089710855194	-0.4911375986155141809 -0.9093763869362878951	-0.4985449016292139612 -0.8672058200150149446	-0.4999973822175363347 -0.8660230665983120509	-0.5000000000112923414 -0.8660254037893528219	|-0.500000000 -0.866025404
-3.2500000000000000000 -1.7500000000000000000	-2.1531997867744017059 -1.1870914345032685240	-1.4060337724731208505 -0.8380193275828329472	-0.8781644501440926273 -0.6681119387183703739	-0.5124093628531682405 -0.7092614285451612886	-0.4783639766724772169 -0.8861844654848685997	-0.4992642696314986879 -0.8655680927801210136	-0.5000007496344359725 -0.8660254522190695968	-0.5000000000003426909 -0.8660254037839903227	|-0.500000000 -0.866025404
-3.2500000000000000000 -2.0000000000000000000	-2.1563515015319248220 -1.3537671842669171779	-1.4152215976605483741 -0.9488222492730320772	-0.8998733351656639700 -0.7387640141448332893	-0.5520244537810924238 -0.7337044167876249562	-0.4775695469531986141 -0.8690441221227640326	-0.5001170086158421962 -0.8655207960981666515	-0.4999997770817738171 -0.8660255533697221110	-0.4999999999999559027 -0.8660254037843816445	|-0.500000000 -0.866025404
