-3.2500000000000000000 -2.2500000000000000000	-2.1591573333333333334 -1.5199680000000000000	-1.4233130147274999610 -1.0583189870096906190	-0.9183666662593690748 -0.8070182291624299912	-0.5835792503757216670 -0.7591760413436789407	-0.4825365413910994077 -0.8574308401025144330	-0.5003829531373087652 -0.8659686142449602385	-0.5000000341094279120 -0.8660252578684256020	-0.4999999999999813154 -0.8660254037844511010	|-0.500000000 -0.866025404
-3.2500000000000000000 -2.5000000000000000000	-2.1615810542511389653 -1.6858298438845971356	-1.4302488500600865043 -1.1669093988344473345	-0.9338622369663150691 -0.8737779789023964539	-0.6090415050751681944 -0.7858692930581603806	-0.4901677516468042883 -0.8504504524683439849	-0.5001974011251675965 -0.8663117231628539125	-0.5000000763505527110 -0.8660254975128348534	-0.5000000000000109172 -0.8660254037844483626	|-0.500000000 -0.866025404
-3.2500000000000000000 -2.7500000000000000000	-2.1636226714229092351 -1.8514704716607213635	-1.4360620374640708539 -1.2749252750312860412	-0.9466672019737179039 -0.9397041133400644963	-0.6297283880699629494 -0.8138120424790903551	-0.4988241440005355629 -0.8472740052383731662	-0.4998561702501491309 -0.8663565872566476826	-0.4999998730454627119 -0.8660254332634324958	-0.5000000000000011420 -0.8660254037844216988	|-0.500000000 -0.866025404
-3.2500000000000000000 -3.0000000000000000000	-2.1653056919365649678 -2.0169849646316692015	-1.4408405920084707171 -1.3826267684004369299	-0.9571149332437568679 -1.0052709676074873642	-0.6465628230925780213 -0.8429852884292157290	-0.5076001782618191557 -0.8472281296720056707	-0.4995957769332370463 -0.8661316911854473999	-0.5000000015404202860 -0.8660252290723120614	-0.4999999999999842729 -0.8660254037844648104	|-0.500000000 -0.866025404
-3.2500000000000000000 -3.2500000000000000000	-2.1666666666666666667 -2.1824457593688362919	-1.4447001896068504991 -1.4902082558365060433	-0.9655324839710800291 -1.0708125655949354528	-0.6602236291960795977 -0.8733619422855803237	-0.5159822057220250455 -0.8497911415421566705	-0.4995507166833203607 -0.8657576563091548399	-0.5000002736086175552 -0.8660254112626198894	-0.5000000000000409468 -0.8660254037843759092	|-0.500000000 -0.866025404
-3.2500000000000000000 -3.5000000000000000000	-2.1677475448802151748 -2.3479051729530243324	-1.4477654789437708544 -1.5978083813788828467	-0.9722245845853382216 -1.1365581339875143233	-0.6712337013530586493 -0.9049166171980927954	-0.5236771515030814801 -0.8545672706527576366	-0.4997680661784039329 -0.8653758012006177682	-0.5000000768558700709 -0.8660258737491938938	-0.4999999999999550810 -0.8660254037846609270	|-0.500000000 -0.866025404
-3.2500000000000000000 -3.7500000000000000000	-2.1685906190144897661 -2.5133989538509108712	-1.4501583363571211080 -1.7055211044442407330	-0.9774664272106310159 -1.2026588926530103998	-0.6800123607568205650 -0.9376254842149555891	-0.5305223048835375454 -0.8612596824324799688	-0.5002340813340677136 -0.8651152655241492729	-0.4999992431363206903 -0.8660258604034623422	-0.4999999999995835762 -0.8660254037837775198	|-0.500000000 -0.866025404
-3.2500000000000000000 -4.0000000000000000000	-2.1692355247981545559 -2.6789499423298731256	-1.4519911962271078753 -1.8134060503183625972	-0.9815011962475167831 -1.2692083148885385720	-0.6869067467701688817 -0.9714634751866780491	-0.5364358927169244834 -0.8696473581898231694	-0.5008978427237441206 -0.8650815846666906946	-0.4999984904742020608 -0.8660246268157891583	-0.5000000000028689422 -0.8660254037841609149	|-0.500000000 -0.866025404
-3.2500000000000000000 -4.2500000000000000000	-2.1697177145109106742 -2.8445713595596320946	-1.4533638562508174817 -1.9214973997828417641	-0.9845402444448194693 -1.3362575722233294191	-0.6922108054919027501 -1.0064015709818955980	-0.5413889699726634217 -0.8795663324095098284	-0.5016886153813514633 -0.8653558629893950694	-0.4999992512790224022 -0.8660221913473249092	-0.4999999999992863602 -0.8660254037952955990	|-0.500000000 -0.866025404
-3.2500000000000000000 -4.5000000000000000000	-2.1700679012599654117 -3.0102695341268633075	-1.4543625178886133187 -2.0298111050787051057	-0.9867647743097980292 -1.4038273694718897595	-0.6961769266466137061 -1.0424050815326777894	-0.5453887074227913262 -0.8908946676439203158	-0.5025275007737497370 -0.8659984749409173660	-0.5000030871680731033 -0.8660198222506900503	-0.4999999999593431572 -0.8660254037859332156	|-0.500000000 -0.866025404
-3.2500000000000000000 -4.7500000000000000000	-2.1703120920849649936 -3.1760460424824967366	-1.4550601647431705386 -2.1383505116669075910	-0.9883283542605487437 -1.4719170058313232564	-0.6990232795987386079 -1.0794330527064355867	-0.5484678204044569986 -0.9035404662132856273	-0.5033348951483432902 -0.8670541539218600174	-0.5000109530753458117 -0.8660201721000626085	-0.4999999999470501896 -0.8660254036469415534	|-0.500000000 -0.866025404
-3.2500000000000000000 -5.0000000000000000000	-2.1704719427808373050 -3.3418993228544100946	-1.4555176641083968941 -2.2471105977401097337	-0.9893598411564791278 -1.5405112626007749657	-0.7009387027300853401 -1.1174386147041013333	-0.5506773073519190333 -0.9174323815038050027	-0.5040351742668770569 -0.8685569508233197113	-0.5000224988103541218 -0.8660271252104311281	-0.5000000003187034179 -0.8660254033873706422	|-0.500000000 -0.866025404
-3.5000000000000000000 0.0000000000000000000	-2.3061224489795918368 0.0000000000000000000	-1.4747371264270450917 0.0000000000000000000	-0.8298907803985229621 0.0000000000000000000	-0.0692699886358364535 0.0000000000000000000	69.4224145488322038622 0.0000000000000000000	46.2816788630962896653 0.0000000000000000000	30.8546081936507559252 0.0000000000000000000	20.5700889333050039639 0.0000000000000000000	13.7141804048440031135 0.0000000000000000000	9.1445592438735912944 0.0000000000000000000	6.1003589751392163212 0.0000000000000000000	4.0758630945398378934 0.0000000000000000000	2.7373070817548624096 0.0000000000000000000	1.8693582427278236580 0.0000000000000000000	1.3416268125954397838 0.0000000000000000000	1.0796069179140471865 0.0000000000000000000	1.0057256931592849787 0.0000000000000000000	1.0000325350630416087 0.0000000000000000000	1.0000000010584844098 0.0000000000000000000	1.0000000000000000011 0.0000000000000000000	|1.000000000 0.000000000
-3.5000000000000000000 -0.2500000000000000000	-2.3065354256315115909 -0.1705145713623128656	-1.4760528657758249100 -0.1228397630673480936	-0.8341835708684336638 -0.1070089732542947807	-0.1001143848730065801 -0.1902900437423828691	-4.1505345037279309395 -6.0685988146614430121	-2.7692590807049105191 -4.0514794242353231154	-1.8511989404057601288 -2.7138822716262349412	-1.2454037497177444795 -1.8380117008444652344	-0.8553363001646481401 -1.2881460435439933222	-0.6243202362923794785 -0.9872573363681238134	-0.5209370244273306370 -0.8788853562267176392	-0.5005853212305797326 -0.8660662319697350199	-0.5000002119420348908 -0.8660251326805851569	-0.4999999999998861904 -0.8660254037844059375	|-0.500000000 -0.866025404
-3.5000000000000000000 -0.5000000000000000000	-2.3077333333333333333 -0.3408000000000000000	-1.4798491236280022520 -0.2449056691442573370	-0.8463123879407316188 -0.2109998654089880495	-0.1773359084364937332 -0.3463597522857296601	-1.4052246248433744636 -2.0170071536517992629	-0.9559274322513881156 -1.3964154913540113810	-0.6793998954309043463 -1.0394539692852946437	-0.5396872039991198844 -0.8909593143348400311	-0.5020697544850634355 -0.8662383672692715031	-0.5000028852676851068 -0.8660221856105177899	-0.4999999999829014741 -0.8660254037769129007	|-0.500000000 -0.866025404
-3.5000000000000000000 -0.7500000000000000000	-2.3096014277215942891 -0.5106603212373587150	-1.4857111421813457185 -0.3655574956795019255	-0.8643395238869974429 -0.3097754315991079949	-0.2708460558409303702 -0.4576708860729995890	-0.7477586114504396271 -1.3382644788994430071	-0.5728506658335348047 -1.0129692081400935305	-0.5087518476805988413 -0.8862433225800730351	-0.5001378872873581202 -0.8664763658253132075	-0.5000000155471676589 -0.8660256254834677931	-0.4999999999999815157 -0.8660254037844844498	|-0.500000000 -0.866025404
-3.5000000000000000000 -1.0000000000000000000	-2.3119734187729915748 -0.6799572801708793165	-1.4930578850898267691 -0.4843780081617261835	-0.8858482161305641881 -0.4023411484808904501	-0.3588669522520997826 -0.5333974974300553477	-0.5431346109997900616 -1.1026760362531588353	-0.4965597290040327975 -0.9100209242058240275	-0.4988799643527759487 -0.8675056785525724697	-0.4999966612626220692 -0.8660245654794437646	-0.5000000000100700203 -0.8660254037781923477	|-0.500000000 -0.866025404
-3.5000000000000000000 -1.2500000000000000000	-2.3146604969868211817 -0.8486210356053315862	-1.5012596551238461242 -0.6011972942066548433	-0.9086118490850802294 -0.4887744637168480308	-0.4331556090375000533 -0.5871403243179579669	-0.4735592262850067934 -0.9896838561180661671	-0.4894421651308510963 -0.8754243967323079139	-0.4998381618353019008 -0.8659095703810494539	-0.5000000388668253403 -0.8660254114655044000	-0.5000000000000012429 -0.8660254037844376882	|-0.500000000 -0.866025404
-3.5000000000000000000 -1.5000000000000000000	-2.3174791914387633770 -1.0166468489892984543	-1.5097375677193452001 -0.7160606173281135020	-0.9309543502350523131 -0.5698251478032958208	-0.4933562715463211459 -0.6290447002263601091	-0.4531938860552288702 -0.9259063068450678149	-0.4945539003499408618 -0.8649839497648302404	-0.5000241203108889065 -0.8660061004829183312	-0.4999999992981622673 -0.8660254031376561970	|-0.500000000 -0.866025404
-3.5000000000000000000 -1.7500000000000000000	-2.3202721088435374151 -1.1840816326530612245	-1.5180245546275254651 -0.8291653446316856304	-0.9518076611384815972 -0.6465181053107657839	-0.5417422345753647004 -0.6650643397561882775	-0.4527926978280061160 -0.8870371386160219669	-0.4989975121157059307 -0.8635358367016038086	-0.5000017289048476093 -0.8660324225124707267	-0.4999999999978813834 -0.8660254038366468490	|-0.500000000 -0.866025404
-3.5000000000000000000 -2.0000000000000000000	-2.3229191321499013806 -1.3510059171597633137	-1.5257871994493129010 -0.9407928273437288614	-0.9706036484524261565 -0.7198874695934432055	-0.5808193509951503510 -0.6983616292203327437	-0.4608393216457745943 -0.8628199637749699786	-0.5009529079307163627 -0.8647528127274524096	-0.4999975430029397110 -0.8660248019703382424	-0.5000000000053984378 -0.8660254037810028863	|-0.500000000 -0.866025404
-3.5000000000000000000 -2.2500000000000000000	-2.3253398323971379792 -1.5175161933558367762	-1.5328191585571941430 -1.0512517318245465722	-0.9871235462725419055 -0.7908452753589673968	-0.6126341270235363293 -0.7305659184382184156	-0.4723193196578548249 -0.8481182058645704800	-0.5011271637393042874 -0.8661163210574029703	-0.5000008091485249660 -0.8660244149889685426	-0.4999999999984527190 -0.8660254037839182836	|-0.500000000 -0.866025404
-3.5000000000000000000 -2.5000000000000000000	-2.3274896518139761383 -1.6837107377647918189	-1.5390193349679227722 -1.1608389024363448732	-1.0013673944262777175 -0.8601395157731074641	-0.6387193441990170613 -0.7625245064547275952	-0.4848849564602730795 -0.8400329025072183083	-0.5004760486690898872 -0.8668379538449914825	-0.5000004525983633143 -0.8660261651671867682	-0.5000000000004094360 -0.8660254037851078835	|-0.500000000 -0.866025404
-3.5000000000000000000 -2.7500000000000000000	-2.3293527981503779850 -1.8496800644846699639	-1.5443652091538393314 -1.2698168990928548346	-1.0134602211656176390 -0.9283577573396419730	-0.6602022344540600372 -0.7946934896625806241	-0.4973809897340049486 -0.8367877159691931713	-0.4996837342501459492 -0.8668607774702815076	-0.4999992442833333285 -0.8660256578215769430	-0.4999999999999207665 -0.8660254037838079617	|-0.500000000 -0.866025404
-3.5000000000000000000 -3.0000000000000000000	-2.3309342560553633218 -2.0155017301038062284	-1.5488876331066073685 -1.3784043239684962177	-1.0235909498417464302 -0.9959485008579528875	-0.6779210013903816670 -0.8273310270847574084	-0.5092236440247318980 -0.8372304831086503773	-0.4991336603102891682 -0.8663882634825850204	-0.4999997638579963377 -0.8660245536196776367	-0.5000000000000142171 -0.8660254037852170610	|-0.500000000 -0.866025404
-3.5000000000000000000 -3.2500000000000000000	-2.3322524551197848252 -2.1812385062863576656	-1.5526499961390900145 -1.4867746010967038499	-1.0319747822331566799 -1.0632463458558457403	-0.6925143051183591844 -0.8605914117299800691	-0.5201189761561253548 -0.8405836146847382568	-0.4989899150871694358 -0.8656774587306713825	-0.5000010590772714093 -0.8660249750530491466	-0.4999999999996824646 -0.8660254037831723988	|-0.500000000 -0.866025404
-3.5000000000000000000 -3.5000000000000000000	-2.3333333333333333333 -2.3469387755102040817	-1.5557324974802701599 -1.5950596042080178844	-1.0388308523211711379 -1.1304952832195519120	-0.7044832186394049168 -0.8945708169729984073	-0.5299273607514322684 -0.8463075589893363021	-0.4992800702522545709 -0.8649588642560383520	-0.5000010222292471832 -0.8660267099799656317	-0.5000000000019820864 -0.8660254037863464854	|-0.500000000 -0.866025404
-3.5000000000000000000 -3.7500000000000000000	-2.3342059681450680146 -2.5126381593423643514	-1.5582211234669609825 -1.7033555620909608545	-1.0443693916230031345 -1.1978684414384575299	-0.7142324136053991307 -0.9293297018277423781	-0.5385951573836114636 -0.8540206607430553279	-0.4999556264137422206 -0.8644134016951880489	-0.4999988209967157255 -0.8660277272072811137	-0.4999999999932512456 -0.8660254037851705838	|-0.500000000 -0.866025404
-3.5000000000000000000 -4.0000000000000000000	-2.3348996267000809253 -2.6783616571383820190	-1.5602004688702340099 -1.8117296013686034771	-1.0487847504516977188 -1.2654842285326582908	-0.7220970713437081034 -0.9649040228925541946	-0.5461189403621933203 -0.8634492714475200673	-0.5009308411984376010 -0.8641728912636764255	-0.4999957229687376826 -0.8660258919006222338	-0.5000000000054113066 -0.8660254037667150269	|-0.500000000 -0.866025404
-3.5000000000000000000 -4.2500000000000000000	-2.3354419527402841251 -2.8441258369646083537	-1.5617494615112712648 -1.9202259891722141312	-1.0522520431142477453 -1.3334193210178616910	-0.7283603605426271960 -1.0013111833130478652	-0.5525261335510167361 -0.8743950647784654956	-0.5021059026846157994 -0.8643286693208855290	-0.4999946036763241242 -0.8660204611887154650	-0.5000000000485430394 -0.8660254038070479866	|-0.500000000 -0.866025404
-3.5000000000000000000 -4.5000000000000000000	-2.3358579881656804733 -3.0099408284023668639	-1.5629391479438879428 -2.0288716156490968680	-1.0549260530557886200 -1.4017190265723364911	-0.7332648243462318887 -1.0385536114382867253	-0.5578640980991293474 -0.8867126558178163353	-0.5033800031594562393 -0.8649417503719199221	-0.4999988401205160682 -0.8660128713476424236	-0.4999999999473171150 -0.8660254039338312470	|-0.500000000 -0.866025404
-3.5000000000000000000 -4.7500000000000000000	-2.3361697647158680071 -3.1758120090636875541	-1.5638318608749862149 -2.1376805544712153251	-1.0569415415226185037 -1.4704054890754457125	-0.7370199182483963473 -1.0766213464364271041	-0.5621935983179322417 -0.9002937196449810863	-0.5046583251566065455 -0.8660519849765518348	-0.5000111287158978586 -0.8660068533189512531	-0.4999999995322885985 -0.8660254037687444459	|-0.500000000 -0.866025404
-3.5000000000000000000 -5.0000000000000000000	-2.3363962584267975917 -3.3417413630016665916	-1.5644812569363556327 -2.2466577098649370833	-1.0584144017007244499 -1.5394841263497695470	-0.7398071738151264393 -1.1154942407509962797	-0.5655845143115145146 -0.9150554462138073522	-0.5058555465751836126 -0.8676854351537705144	-0.5000325107475934932 -0.8660081015862607447	-0.4999999994045607440 -0.8660254025658182751	-0.5000000000000000007 -0.8660254037844386485	|-0.500000000 -0.866025404
-3.7500000000000000000 0.0000000000000000000	-2.4762962962962962964 0.0000000000000000000	-1.5965049383952202632 0.0000000000000000000	-0.9335575652061483455 0.0000000000000000000	-0.2399024462730842728 0.0000000000000000000	5.6318095014201902727 0.0000000000000000000	3.7650491864504122374 0.0000000000000000000	2.5335473823814574149 0.0000000000000000000	1.7409618705599240891 0.0000000000000000000	1.2706178311044216257 0.0000000000000000000	1.0535447014154739688 0.0000000000000000000	1.0026752203709276506 0.0000000000000000000	1.0000071313610889836 0.0000000000000000000	1.0000000000508558275 0.0000000000000000000	|1.000000000 0.000000000
